iter	Passed	Remaining
1495	490101	2130763
1496	490270	2129745
1497	490430	2128690
1498	490572	2127558
1499	490718	2126445
1500	490888	2125438
1501	491063	2124454
1502	491249	2123517
1503	491433	2122573
1504	491584	2121489
1505	491751	2120473
1506	491899	2119378
1507	492029	2118207
1508	492234	2117356
1509	492394	2116317
1510	492553	2115276
1511	492708	2114216
1512	492863	2113155
1513	493034	2112166
1514	493225	2111266
1515	493393	2110265
1516	493553	2109235
1517	493718	2108222
1518	493885	2107221
1519	494065	2106278
1520	494233	2105286
1521	494382	2104212
1522	494555	2103241
1523	494777	2102480
1524	494952	2101519
1525	495144	2100630
1526	495347	2099794
1527	495523	2098842
1528	495678	2097799
1529	495865	2096894
1530	496069	2096065
1531	496257	2095163
1532	496397	2094066
1533	496600	2093231
1534	496837	2092545
1535	497024	2091643
1536	497249	2090907
1537	497408	2089891
1538	497582	2088941
1539	497736	2087908
1540	497892	2086885
1541	498058	2085901
1542	498239	2084983
1543	498394	2083959
1544	498534	2082872
1545	498697	2081882
1546	498848	2080844
1547	499027	2079926
1548	499201	2078985
1549	499366	2078010
1550	499509	2076942
1551	499644	2075844
1552	499796	2074816
1553	499953	2073809
1554	500118	2072839
1555	500291	2071901
1556	500435	2070846
1557	500594	2069851
1558	500753	2068858
1559	500906	2067844
1560	501048	2066785
1561	501221	2065854
1562	501352	2064752
1563	501501	2063725
1564	501661	2062740
1565	501814	2061732
1566	501953	2060669
1567	502127	2059747
1568	502281	2058744
1569	502428	2057717
1570	502616	2056857
1571	502777	2055885
1572	502939	2054922
1573	503126	2054060
1574	503282	2053071
1575	503437	2052081
1576	503575	2051024
1577	503739	2050071
1578	503907	2049138
1579	504067	2048172
1580	504224	2047196
1581	504378	2046207
1582	504530	2045214
1583	504674	2044185
1584	504838	2043241
1585	505017	2042359
1586	505178	2041404
1587	505326	2040399
1588	505480	2039416
1589	505652	2038510
1590	505805	2037527
1591	505991	2036680
1592	506161	2035767
1593	506302	2034739
1594	506477	2033850
1595	506632	2032877
1596	506801	2031967
1597	506965	2031036
1598	507128	2030098
1599	507299	2029199
1600	507829	2029731
1601	508185	2029570
1602	509187	2031984
1603	509682	2032373
1604	509823	2031350
1605	509942	2030243
1606	510078	2029204
1607	510220	2028188
1608	510392	2027295
1609	510560	2026384
1610	510753	2025575
1611	510927	2024694
1612	511106	2023829
1613	511263	2022881
1614	511413	2021903
1615	511574	2020974
1616	511825	2020396
1617	512032	2019649
1618	512249	2018939
1619	512711	2019195
1620	513079	2019084
1621	513498	2019168
1622	513927	2019295
1623	514356	2019421
1624	514804	2019617
1625	515240	2019766
1626	515675	2019912
1627	516084	2019955
1628	516407	2019665
1629	516789	2019600
1630	517173	2019543
1631	517512	2019311
1632	517889	2019227
1633	518230	2019003
1634	518532	2018630
1635	518920	2018587
1636	519266	2018381
1637	519554	2017953
1638	519891	2017711
1639	520299	2017746
1640	520717	2017820
1641	520963	2017225
1642	521224	2016690
1643	521519	2016288
1644	521867	2016088
1645	522011	2015104
1646	522432	2015188
1647	522809	2015102
1648	523716	2017055
1649	524247	2017559
1650	524627	2017481
1651	524975	2017279
1652	525406	2017397
1653	525799	2017365
1654	526293	2017723
1655	526711	2017787
1656	527063	2017600
1657	527358	2017194
1658	527786	2017294
1659	528208	2017375
1660	528646	2017512
1661	529078	2017629
1662	529469	2017586
1663	529870	2017581
1664	530304	2017703
1665	530680	2017604
1666	531113	2017721
1667	531539	2017809
1668	531929	2017761
1669	532321	2017722
1670	532719	2017703
1671	533116	2017678
1672	533547	2017785
1673	533935	2017726
1674	534336	2017719
1675	534687	2017520
1676	535042	2017336
1677	535463	2017402
1678	535827	2017253
1679	536238	2017277
1680	536663	2017356
1681	537057	2017319
1682	537412	2017134
1683	537745	2016865
1684	538120	2016755
1685	538498	2016655
1686	538896	2016627
1687	539125	2015971
1688	539253	2014938
1689	539423	2014060
1690	539572	2013104
1691	539713	2012124
1692	539832	2011061
1693	539985	2010122
1694	540132	2009166
1695	540273	2008186
1696	540414	2007207
1697	540541	2006178
1698	540698	2005264
1699	540860	2004364
1700	541075	2003663
1701	541201	2002638
1702	541338	2001649
1703	541471	2000648
1704	541598	1999627
1705	541731	1998628
1706	541864	1997629
1707	541999	1996638
1708	542126	1995622
1709	542255	1994610
1710	542387	1993613
1711	542507	1992573
1712	542644	1991597
1713	542783	1990627
1714	542948	1989756
1715	543112	1988879
1716	543277	1988009
1717	543420	1987059
1718	543560	1986099
1719	543690	1985103
1720	543837	1984167
1721	543990	1983258
1722	544112	1982235
1723	544228	1981193
1724	544412	1980399
1725	544579	1979544
1726	544726	1978616
1727	544912	1977829
1728	545073	1976956
1729	545247	1976129
1730	545444	1975383
1731	545580	1974423
1732	545745	1973563
1733	545903	1972681
1734	546073	1971846
1735	546254	1971046
1736	546433	1970242
1737	546616	1969456
1738	546795	1968653
1739	546958	1967793
1740	547129	1966964
1741	547271	1966031
1742	547432	1965165
1743	547620	1964401
1744	547763	1963472
1745	547952	1962710
1746	548123	1961885
1747	548313	1961130
1748	548484	1960305
1749	548639	1959428
1750	548793	1958542
1751	548944	1957649
1752	549120	1956849
1753	549282	1955997
1754	549406	1955011
1755	549580	1954202
1756	549736	1953333
1757	549906	1952512
1758	550069	1951666
1759	550235	1950836
1760	550394	1949978
1761	550557	1949135
1762	550719	1948292
1763	550912	1947557
1764	551092	1946777
1765	551259	1945951
1766	551428	1945134
1767	551599	1944326
1768	551765	1943500
1769	551936	1942692
1770	552079	1941784
1771	552280	1941086
1772	552486	1940403
1773	552669	1939640
1774	552858	1938896
1775	553029	1938092
1776	553181	1937224
1777	553354	1936428
1778	553530	1935644
1779	553712	1934881
1780	553900	1934140
1781	554077	1933362
1782	554259	1932602
1783	554433	1931814
1784	554588	1930960
1785	554765	1930185
1786	554967	1929497
1787	555120	1928639
1788	555295	1927858
1789	555462	1927049
1790	555628	1926242
1791	555807	1925476
1792	555992	1924732
1793	556156	1923917
1794	556320	1923100
1795	556475	1922256
1796	556654	1921494
1797	556816	1920676
1798	556997	1919923
1799	557176	1919161
1800	557327	1918306
1801	557494	1917507
1802	557648	1916663
1803	557826	1915905
1804	558001	1915135
1805	558155	1914295
1806	558318	1913484
1807	558482	1912679
1808	558675	1911974
1809	558845	1911190
1810	559031	1910462
1811	559215	1909727
1812	559396	1908983
1813	559589	1908282
1814	559773	1907548
1815	559944	1906770
1816	560121	1906014
1817	560304	1905282
1818	560488	1904553
1819	560674	1903830
1820	560847	1903060
1821	561022	1902304
1822	561186	1901508
1823	561356	1900732
1824	561541	1900010
1825	561722	1899272
1826	561904	1898543
1827	562078	1897785
1828	562240	1896984
1829	562400	1896180
1830	562563	1895387
1831	562728	1894601
1832	562884	1893785
1833	563059	1893033
1834	563235	1892285
1835	563384	1891449
1836	563553	1890679
1837	563735	1889956
1838	563929	1889272
1839	564070	1888411
1840	564235	1887628
1841	564419	1886915
1842	564613	1886232
1843	564804	1885541
1844	564963	1884742
1845	565150	1884037
1846	565340	1883347
1847	565522	1882628
1848	565699	1881891
1849	565867	1881127
1850	566050	1880414
1851	566194	1879570
1852	566345	1878751
1853	566524	1878026
1854	566693	1877268
1855	566901	1876638
1856	567093	1875958
1857	567248	1875155
1858	567430	1874442
1859	567603	1873703
1860	567790	1873007
1861	567973	1872299
1862	568174	1871652
1863	568317	1870811
1864	568501	1870111
1865	568669	1869357
1866	568845	1868628
1867	569027	1867919
1868	569210	1867216
1869	569356	1866394
1870	569520	1865629
1871	569677	1864842
1872	569844	1864088
1873	570037	1863421
1874	570218	1862713
