iter	R2	RMSE
131	0.874317838	0.05018344397
132	0.8752164251	0.0500037244
133	0.8760261596	0.04984122048
134	0.8767073232	0.04970410774
135	0.8773779828	0.04956873883
136	0.8780761721	0.04942741931
137	0.8788491743	0.04927048422
138	0.8794562954	0.04914687497
139	0.8801154785	0.049012313
140	0.8807717149	0.04887798455
141	0.8813956469	0.04874992543
142	0.8819907766	0.0486274636
143	0.8826493005	0.04849159648
144	0.8831708253	0.04838372439
145	0.8837317795	0.04826742761
146	0.8842272378	0.04816447588
147	0.8848038025	0.04804439324
148	0.8852880295	0.04794330964
149	0.8857498262	0.0478467095
150	0.8863349211	0.04772403658
151	0.8869000717	0.04760524514
152	0.8874024128	0.04749940652
153	0.8879430528	0.04738523454
154	0.8884330817	0.04728151238
155	0.8888778982	0.04718716272
156	0.8893803791	0.04708035448
157	0.889802805	0.04699037502
158	0.8902960539	0.04688509128
159	0.8907619515	0.04678542809
160	0.891186935	0.04669433157
161	0.8915948177	0.04660673321
162	0.8920010573	0.04651932378
163	0.8923409416	0.04644606543
164	0.8926644526	0.04637622869
165	0.8930477871	0.04629334138
166	0.8934461943	0.04620703737
167	0.8938439019	0.04612072385
168	0.8942745194	0.04602708544
169	0.8945973848	0.04595675276
170	0.8948964868	0.04589150047
171	0.895205283	0.04582403581
172	0.8956251807	0.04573213843
173	0.8959098805	0.0456697248
174	0.8962012587	0.04560575866
175	0.8965838748	0.0455216266
176	0.8968557566	0.04546174886
177	0.89720114	0.04538556961
178	0.8974659084	0.04532708446
179	0.8978066379	0.04525170893
180	0.8980556829	0.04519653613
181	0.8982819855	0.04514634315
182	0.8985050065	0.04509682338
183	0.8987453065	0.04504340601
184	0.8990429655	0.04497715011
185	0.8992977882	0.04492035149
186	0.8995189668	0.04487099368
187	0.899834036	0.0448005895
188	0.9000634792	0.04474924929
189	0.9003243307	0.04469080952
190	0.9005575787	0.04463848908
191	0.9007706169	0.04459064833
192	0.9009909436	0.04454111678
193	0.9012595948	0.04448064679
194	0.9015852024	0.04440724627
195	0.9017962277	0.04435961075
196	0.9019898693	0.04431585424
197	0.9021623265	0.04427684832
198	0.902410166	0.04422073235
199	0.9025950453	0.04417882545
200	0.9028406452	0.04412309338
201	0.9030547429	0.04407445234
202	0.9032204729	0.04403676312
203	0.9034736017	0.04397913588
204	0.9036898128	0.04392985348
205	0.9039441453	0.04387181093
206	0.9041234481	0.04383084511
207	0.9043619699	0.04377628994
208	0.9045969579	0.04372247648
209	0.9047874177	0.04367881154
210	0.9050720918	0.04361346548
211	0.9053320391	0.04355370975
212	0.9055905315	0.04349420704
213	0.9057951787	0.04344704125
214	0.9059759717	0.04340533057
215	0.9061595222	0.04336294268
216	0.9063513063	0.04331860905
217	0.9065558161	0.04327128365
218	0.9067344229	0.04322991006
219	0.9069388042	0.04318251728
220	0.9071279207	0.04313861778
221	0.907346203	0.04308789245
222	0.9075032009	0.04305137166
223	0.9076543167	0.0430161899
224	0.9078309206	0.04297503768
225	0.9079699844	0.04294260527
226	0.9081096944	0.04290999748
227	0.9082710622	0.04287230399
228	0.9083916793	0.04284410769
229	0.9085381419	0.04280984459
230	0.9086836339	0.04277578138
231	0.9088337329	0.04274061111
232	0.9090424407	0.04269165983
233	0.9091260963	0.04267202311
234	0.9092670312	0.04263892059
235	0.9095080053	0.04258226142
236	0.909693871	0.04253850811
237	0.9098787489	0.04249494263
238	0.9100422046	0.04245638794
239	0.9102136246	0.04241591706
240	0.9104088222	0.04236978539
241	0.9106174345	0.0423204278
242	0.9107662325	0.04228518705
243	0.9109132821	0.04225033148
244	0.9110699872	0.04221315559
245	0.9112223143	0.04217698692
246	0.9113668222	0.04214264613
247	0.9115695202	0.04209442989
248	0.9117415017	0.04205347689
249	0.9118700588	0.04202283823
250	0.9120151293	0.04198823713
251	0.9121590064	0.0419538925
252	0.9123095359	0.04191792976
253	0.9124134802	0.04189307858
254	0.9125299937	0.0418652048
255	0.9126889871	0.04182713851
256	0.9128104677	0.04179803018
257	0.9128949217	0.04177778196
258	0.9130218979	0.04174732037
259	0.9131165895	0.04172458936
260	0.9132360713	0.04169588973
261	0.9133867131	0.04165967726
262	0.9134895707	0.04163493345
263	0.9136420874	0.04159821634
264	0.913698768	0.04158456272
265	0.9138940261	0.04153749317
266	0.9140416365	0.04150187429
267	0.9141725613	0.0414702561
268	0.9142589503	0.04144938003
269	0.9144398401	0.04140563363
270	0.9145364913	0.04138224052
271	0.9147042264	0.04134161111
272	0.9148244221	0.04131247229
273	0.9148910127	0.04129632002
274	0.9150120463	0.0412669458
275	0.9151784035	0.04122653762
276	0.9153294805	0.04118980665
277	0.9153898234	0.04117512649
278	0.9155095732	0.04114597835
279	0.9156387164	0.0411145206
280	0.9158296698	0.0410679625
281	0.9159503452	0.04103851227
282	0.9160616343	0.04101133396
283	0.9161843288	0.04098134945
284	0.9163310745	0.04094545836
285	0.9164653323	0.04091259398
286	0.916557438	0.04089003253
287	0.9166886254	0.04085787648
288	0.9167808242	0.04083526198
289	0.9168385712	0.04082109144
290	0.9169275483	0.04079924769
291	0.9169730412	0.04078807473
292	0.9170554532	0.04076782672
293	0.9171933719	0.04073391862
294	0.9172794192	0.04071274909
295	0.9174201966	0.040678091
296	0.9175297312	0.04065110414
297	0.9176321662	0.04062585026
298	0.9177134722	0.04060579424
299	0.9178286253	0.04057737209
300	0.9179481659	0.04054784594
301	0.9180463883	0.04052356923
302	0.9180866474	0.04051361454
303	0.9181704799	0.04049287783
304	0.9182803826	0.04046567634
305	0.9183945917	0.0404373896
306	0.9184974442	0.04041189864
307	0.9185989434	0.04038672733
308	0.9187120055	0.04035866998
309	0.9188156971	0.04033292086
310	0.9188959932	0.04031297008
311	0.9189707698	0.04029438185
312	0.9190818058	0.04026676426
313	0.9192047653	0.04023615889
314	0.9192945723	0.04021379066
315	0.9194124903	0.04018440191
316	0.9194674745	0.04017069084
317	0.9195296649	0.04015517715
318	0.9195799989	0.04014261669
319	0.9196702482	0.04012008586
320	0.9197259479	0.04010617405
321	0.9198443006	0.04007659771
322	0.9199213883	0.04005732175
323	0.9200205932	0.04003250167
324	0.9200955578	0.04001373608
325	0.9201919345	0.03998959751
326	0.920250925	0.03997481553
327	0.9202973189	0.0399631862
328	0.9203642636	0.03994639954
329	0.9204264976	0.03993078775
330	0.9205047883	0.03991113939
331	0.9205558651	0.0398983156
332	0.9206402967	0.03987710839
333	0.9206950075	0.03986336033
334	0.9207862422	0.03984042377
335	0.9208561226	0.03982284678
336	0.920873972	0.03981835588
337	0.9209071324	0.03981001142
338	0.920959244	0.0397968945
339	0.9210012809	0.03978631034
340	0.9210400447	0.03977654779
341	0.9211275736	0.03975449508
342	0.9212339529	0.03972767656
343	0.9212944086	0.03971242745
344	0.9213520087	0.03969789317
345	0.9214145364	0.03968210949
346	0.921425565	0.0396793249
347	0.9214708967	0.03966787722
348	0.9215173419	0.03965614492
349	0.9215750972	0.03964155076
350	0.9215784079	0.03964071404
351	0.9216447919	0.03962393252
352	0.9217108481	0.03960722681
353	0.9217757127	0.03959081561
354	0.9218251179	0.03957831116
355	0.9219078477	0.03955736343
356	0.9219799366	0.039539101
357	0.9220347572	0.03952520755
358	0.9221076913	0.03950671592
359	0.9221391625	0.03949873404
360	0.9221937739	0.03948487946
361	0.9222393116	0.03947332309
362	0.9223529996	0.03944445708
363	0.9224195237	0.03942755643
364	0.9224400779	0.0394223331
365	0.9225161666	0.03940299109
366	0.9225621773	0.03939129041
367	0.9226150452	0.0393778416
368	0.922657433	0.03936705548
369	0.9226897462	0.03935883098
370	0.9227038766	0.0393552339
371	0.9227407915	0.03934583518
372	0.9227487421	0.03934381063
373	0.9227858125	0.03933436959
374	0.9228267012	0.03932395346
375	0.9228560285	0.03931648084
376	0.9229399426	0.03929509158
377	0.9229528635	0.03929179707
378	0.9230041078	0.03927872834
379	0.9230530526	0.03926624199
380	0.9230768574	0.03926016771
381	0.9230834874	0.03925847575
382	0.9231505501	0.03924135751
383	0.9231837054	0.0392328916
384	0.9231943279	0.03923017884
385	0.9232514223	0.03921559502
386	0.92327223	0.03921027871
387	0.9232905053	0.03920560881
388	0.9232911538	0.03920544309
389	0.9233253726	0.03919669759
390	0.923357337	0.03918852652
391	0.9233800114	0.0391827292
392	0.9234016509	0.0391771957
393	0.9234831152	0.03915635717
394	0.9235218697	0.03914643992
395	0.9235831322	0.03913075771
396	0.9236255403	0.03911989825
397	0.9236821681	0.03910539286
398	0.9237011196	0.03910053717
399	0.9237245921	0.03909452228
400	0.923783703	0.03907937088
401	0.9237878084	0.03907831835
402	0.9238139167	0.03907162417
403	0.9238407873	0.03906473333
404	0.9238697055	0.03905731604
405	0.9239112976	0.03904664554
406	0.9239226916	0.03904372189
407	0.9239419531	0.03903877896
408	0.923947844	0.03903726712
409	0.9240122475	0.03902073458
410	0.924049893	0.03901106766
411	0.9240665903	0.0390067792
412	0.9241254237	0.038991665
413	0.9241359925	0.03898894926
414	0.9241408	0.0389877139
415	0.9242051413	0.03897117634
416	0.9242091256	0.03897015201
417	0.9242353237	0.03896341617
418	0.9242433157	0.03896136109
419	0.9242684802	0.03895488956
420	0.9243133652	0.03894334385
421	0.9243469983	0.0389346902
422	0.9243577685	0.03893191867
423	0.9243808105	0.03892598853
424	0.9244146066	0.03891728906
425	0.9244781388	0.03890092994
426	0.9244986021	0.03889565932
427	0.9245074695	0.03889337516
428	0.9246080792	0.0388674497
429	0.9246469371	0.03885743203
430	0.924711088	0.03884088812
431	0.9247146666	0.03883996502
432	0.9247567007	0.03882912074
433	0.924794086	0.03881947325
434	0.924818549	0.03881315912
435	0.9248888637	0.03879500455
436	0.9248992252	0.0387923286
437	0.9249466171	0.03878008684
438	0.9249644256	0.03877548573
439	0.9249958877	0.03876735568
440	0.9250018171	0.03876582329
441	0.9250304783	0.03875841524
442	0.9251317818	0.03873221998
443	0.9251445965	0.03872890508
444	0.9251541582	0.03872643147
445	0.9252182859	0.03870983758
446	0.9252259071	0.038707865
447	0.9252339639	0.0387057796
448	0.9252914036	0.03869090869
449	0.9253210817	0.03868322292
450	0.9253338388	0.03867991873
451	0.9253599665	0.03867315057
452	0.9253995452	0.03866289576
453	0.9254527088	0.03864911688
454	0.9254747278	0.03864340855
455	0.925504844	0.03863559973
456	0.9255352321	0.0386277188
457	0.9255602297	0.03862123467
458	0.9255817801	0.0386156438
459	0.9256276403	0.03860374354
460	0.9256779787	0.03859067699
461	0.925680898	0.03858991908
462	0.9257597839	0.03856943303
463	0.9257944148	0.03856043622
464	0.9258142859	0.03855527294
465	0.9258962077	0.03853397916
466	0.9259077115	0.03853098805
467	0.9259351123	0.03852386261
468	0.9259472769	0.03852069886
469	0.9259516065	0.03851957276
470	0.9259624947	0.03851674066
471	0.9260295734	0.03849928845
472	0.926071317	0.03848842379
473	0.9261306296	0.03847298116
474	0.9261444324	0.03846938657
475	0.9261777408	0.03846071086
476	0.9262106539	0.03845213621
477	0.9262225174	0.038449045
478	0.9262752973	0.03843528945
479	0.9263469428	0.03841660924
480	0.9263561546	0.0384142068
481	0.92639745	0.03840343501
482	0.9264005427	0.03840262815
483	0.9264601558	0.03838707258
484	0.9264861428	0.0383802895
485	0.9265169409	0.0383722491
486	0.9265563955	0.03836194629
487	0.9265700943	0.03835836845
488	0.926601332	0.03835020859
489	0.9266033833	0.0383496727
490	0.926621303	0.0383449909
491	0.9266465445	0.03833839518
492	0.9267036736	0.03832346295
493	0.926744071	0.03831290045
494	0.9267837805	0.03830251501
495	0.9268022726	0.0382976777
496	0.9268167826	0.03829388164
497	0.9268240058	0.03829199178
498	0.926826656	0.03829129837
499	0.9268337912	0.03828943141
500	0.9268593493	0.03828274328
501	0.9269286691	0.03826459754
502	0.9269363911	0.03826257564
503	0.9269729299	0.03825300696
504	0.9270074889	0.03824395457
505	0.9270361379	0.03823644859
506	0.9270977216	0.03822030882
507	0.927112283	0.03821649161
508	0.9271415182	0.03820882653
509	0.9271856875	0.03819724301
510	0.9272382606	0.03818345103
511	0.9272874177	0.03817055066
512	0.9272896014	0.0381699775
513	0.9273009857	0.03816698923
514	0.9273314392	0.03815899434
515	0.9273614757	0.03815110729
516	0.9273932156	0.0381427712
517	0.9273984768	0.03814138922
518	0.927439286	0.03813066812
519	0.9274764717	0.03812089631
520	0.9275528885	0.03810080736
521	0.9275660184	0.03809735461
522	0.9276476383	0.03807588417
523	0.927698387	0.03806252842
524	0.9277305489	0.03805406181
525	0.9277954186	0.03803697913
526	0.9278191061	0.03803073941
527	0.9278690989	0.03801756699
528	0.9278874073	0.03801274186
529	0.9279305716	0.03800136353
530	0.9279330145	0.03800071948
531	0.9279693902	0.03799112788
532	0.9280142177	0.03797930433
533	0.9280636544	0.03796626083
534	0.9281409019	0.03794587067
535	0.9281831169	0.03793472303
536	0.928204902	0.03792896899
537	0.9282647202	0.03791316487
538	0.9282752661	0.03791037795
539	0.9282826415	0.03790842874
540	0.9283095915	0.03790130544
541	0.9283291294	0.03789614045
542	0.9283680091	0.03788586018
543	0.9283838319	0.03788167564
544	0.9284355282	0.03786800067
545	0.9284662703	0.03785986628
546	0.9284700662	0.03785886176
547	0.9285138153	0.03784728238
548	0.9285607547	0.03783485466
549	0.9285738782	0.03783137936
550	0.9285878885	0.03782766884
551	0.9286040985	0.0378233753
552	0.9286347695	0.03781525013
553	0.9286426132	0.03781317197
554	0.9286960019	0.03779902366
555	0.9287913933	0.03777373119
556	0.928819396	0.0377663032
557	0.9288620684	0.03775498116
558	0.9288723216	0.03775226023
559	0.9288833141	0.03774934288
560	0.9288936512	0.03774659928
561	0.9289806527	0.03772349995
562	0.9289971201	0.0377191262
